audit_id,site_id,keyword,response
222,SITE-003,equipment_certified/сертификация_оборудования,Yes
222,SITE-003,competency_certified/компетентность_и_сертификация,Yes
222,SITE-003,ppe_available_condition/наличие_и_состояние_сиз,Yes
222,SITE-003,defective_equipment_removed/удаление_неисправного_оборудования,Yes
222,SITE-003,work_area_hazard_free/отсутствие_опасностей,Yes
222,SITE-003,tools_inspected/проверка_инструментов,Yes
222,SITE-003,high_risk_procedure_team/работы_повышенной_опасности,Yes
222,SITE-003,medically_fit/медицинская_подготовка,Yes
222,SITE-003,adequate_lighting/освещение,Yes
222,SITE-003,emergency_exits_marked/аварийные_выходы,Yes
222,SITE-003,supervisor_available/наличие_руководителя,Yes
222,SITE-003,hazardous_materials_stored/хранение_опасных_материалов,Yes
223,SITE-001,supervisor_available/наличие_руководителя,Yes
223,SITE-001,work_area_hazard_free/отсутствие_опасностей,Yes
223,SITE-001,equipment_certified/сертификация_оборудования,N/A
223,SITE-001,high_risk_procedure_team/работы_повышенной_опасности,Yes
223,SITE-001,adequate_lighting/освещение,Yes
223,SITE-001,emergency_exits_marked/аварийные_выходы,Yes
223,SITE-001,medically_fit/медицинская_подготовка,Yes
223,SITE-001,competency_certified/компетентность_и_сертификация,Yes
223,SITE-001,hazardous_materials_stored/хранение_опасных_материалов,Yes
223,SITE-001,tools_inspected/проверка_инструментов,Yes
223,SITE-001,defective_equipment_removed/удаление_неисправного_оборудования,Yes
223,SITE-001,ppe_available_condition/наличие_и_состояние_сиз,Yes
224,SITE-015,ppe_available_condition/наличие_и_состояние_сиз,Yes
224,SITE-015,tools_inspected/проверка_инструментов,Yes
224,SITE-015,supervisor_available/наличие_руководителя,Yes
224,SITE-015,equipment_certified/сертификация_оборудования,No
224,SITE-015,defective_equipment_removed/удаление_неисправного_оборудования,Yes
224,SITE-015,emergency_exits_marked/аварийные_выходы,No
224,SITE-015,work_area_hazard_free/отсутствие_опасностей,Yes
224,SITE-015,high_risk_procedure_team/работы_повышенной_опасности,Yes
224,SITE-015,hazardous_materials_stored/хранение_опасных_материалов,Yes
224,SITE-015,adequate_lighting/освещение,Yes
224,SITE-015,medically_fit/медицинская_подготовка,Yes
224,SITE-015,competency_certified/компетентность_и_сертификация,Yes
225,SITE-007,high_risk_procedure_team/работы_повышенной_опасности,Yes
225,SITE-007,emergency_exits_marked/аварийные_выходы,No
225,SITE-007,work_area_hazard_free/отсутствие_опасностей,Yes
225,SITE-007,equipment_certified/сертификация_оборудования,Yes
225,SITE-007,tools_inspected/проверка_инструментов,Yes
225,SITE-007,ppe_available_condition/наличие_и_состояние_сиз,Yes
225,SITE-007,medically_fit/медицинская_подготовка,Yes
225,SITE-007,hazardous_materials_stored/хранение_опасных_материалов,Yes
225,SITE-007,adequate_lighting/освещение,No
225,SITE-007,supervisor_available/наличие_руководителя,Yes
225,SITE-007,competency_certified/компетентность_и_сертификация,Yes
225,SITE-007,defective_equipment_removed/удаление_неисправного_оборудования,Yes
226,SITE-011,competency_certified/компетентность_и_сертификация,Yes
226,SITE-011,tools_inspected/проверка_инструментов,Yes
226,SITE-011,emergency_exits_marked/аварийные_выходы,Yes
226,SITE-011,medically_fit/медицинская_подготовка,Yes
226,SITE-011,work_area_hazard_free/отсутствие_опасностей,No
226,SITE-011,high_risk_procedure_team/работы_повышенной_опасности,Yes
226,SITE-011,equipment_certified/сертификация_оборудования,No
226,SITE-011,adequate_lighting/освещение,Yes
226,SITE-011,hazardous_materials_stored/хранение_опасных_материалов,Yes
226,SITE-011,defective_equipment_removed/удаление_неисправного_оборудования,Yes
226,SITE-011,ppe_available_condition/наличие_и_состояние_сиз,Yes
226,SITE-011,supervisor_available/наличие_руководителя,Yes
227,SITE-002,competency_certified/компетентность_и_сертификация,N/A
227,SITE-002,defective_equipment_removed/удаление_неисправного_оборудования,Yes
227,SITE-002,medically_fit/медицинская_подготовка,Yes
227,SITE-002,ppe_available_condition/наличие_и_состояние_сиз,Yes
227,SITE-002,work_area_hazard_free/отсутствие_опасностей,Yes
227,SITE-002,tools_inspected/проверка_инструментов,Yes
227,SITE-002,high_risk_procedure_team/работы_повышенной_опасности,Yes
227,SITE-002,adequate_lighting/освещение,N/A
227,SITE-002,supervisor_available/наличие_руководителя,No
227,SITE-002,equipment_certified/сертификация_оборудования,Yes
227,SITE-002,hazardous_materials_stored/хранение_опасных_материалов,No
227,SITE-002,emergency_exits_marked/аварийные_выходы,Yes
228,SITE-011,tools_inspected/проверка_инструментов,Yes
228,SITE-011,equipment_certified/сертификация_оборудования,Yes
228,SITE-011,work_area_hazard_free/отсутствие_опасностей,Yes
228,SITE-011,defective_equipment_removed/удаление_неисправного_оборудования,Yes
228,SITE-011,adequate_lighting/освещение,Yes
228,SITE-011,emergency_exits_marked/аварийные_выходы,Yes
228,SITE-011,hazardous_materials_stored/хранение_опасных_материалов,Yes
228,SITE-011,medically_fit/медицинская_подготовка,Yes
228,SITE-011,high_risk_procedure_team/работы_повышенной_опасности,Yes
228,SITE-011,competency_certified/компетентность_и_сертификация,Yes
228,SITE-011,ppe_available_condition/наличие_и_состояние_сиз,Yes
228,SITE-011,supervisor_available/наличие_руководителя,Yes
229,SITE-015,equipment_certified/сертификация_оборудования,No
229,SITE-015,hazardous_materials_stored/хранение_опасных_материалов,Yes
229,SITE-015,work_area_hazard_free/отсутствие_опасностей,Yes
229,SITE-015,tools_inspected/проверка_инструментов,Yes
229,SITE-015,medically_fit/медицинская_подготовка,No
229,SITE-015,adequate_lighting/освещение,N/A
229,SITE-015,ppe_available_condition/наличие_и_состояние_сиз,Yes
229,SITE-015,high_risk_procedure_team/работы_повышенной_опасности,N/A
229,SITE-015,defective_equipment_removed/удаление_неисправного_оборудования,No
229,SITE-015,supervisor_available/наличие_руководителя,Yes
229,SITE-015,competency_certified/компетентность_и_сертификация,Yes
229,SITE-015,emergency_exits_marked/аварийные_выходы,Yes
230,SITE-013,ppe_available_condition/наличие_и_состояние_сиз,N/A
230,SITE-013,supervisor_available/наличие_руководителя,Yes
230,SITE-013,equipment_certified/сертификация_оборудования,Yes
230,SITE-013,high_risk_procedure_team/работы_повышенной_опасности,Yes
230,SITE-013,emergency_exits_marked/аварийные_выходы,Yes
230,SITE-013,medically_fit/медицинская_подготовка,Yes
230,SITE-013,adequate_lighting/освещение,Yes
230,SITE-013,competency_certified/компетентность_и_сертификация,Yes
230,SITE-013,work_area_hazard_free/отсутствие_опасностей,No
230,SITE-013,hazardous_materials_stored/хранение_опасных_материалов,N/A
230,SITE-013,tools_inspected/проверка_инструментов,Yes
230,SITE-013,defective_equipment_removed/удаление_неисправного_оборудования,Yes
231,SITE-010,hazardous_materials_stored/хранение_опасных_материалов,Yes
231,SITE-010,medically_fit/медицинская_подготовка,Yes
231,SITE-010,competency_certified/компетентность_и_сертификация,Yes
231,SITE-010,defective_equipment_removed/удаление_неисправного_оборудования,Yes
231,SITE-010,tools_inspected/проверка_инструментов,No
231,SITE-010,emergency_exits_marked/аварийные_выходы,Yes
231,SITE-010,high_risk_procedure_team/работы_повышенной_опасности,Yes
231,SITE-010,equipment_certified/сертификация_оборудования,No
231,SITE-010,adequate_lighting/освещение,No
231,SITE-010,ppe_available_condition/наличие_и_состояние_сиз,No
231,SITE-010,supervisor_available/наличие_руководителя,Yes
231,SITE-010,work_area_hazard_free/отсутствие_опасностей,No
232,SITE-013,ppe_available_condition/наличие_и_состояние_сиз,Yes
232,SITE-013,emergency_exits_marked/аварийные_выходы,No
232,SITE-013,medically_fit/медицинская_подготовка,Yes
232,SITE-013,hazardous_materials_stored/хранение_опасных_материалов,Yes
232,SITE-013,tools_inspected/проверка_инструментов,Yes
232,SITE-013,competency_certified/компетентность_и_сертификация,Yes
232,SITE-013,equipment_certified/сертификация_оборудования,No
232,SITE-013,supervisor_available/наличие_руководителя,Yes
232,SITE-013,work_area_hazard_free/отсутствие_опасностей,No
232,SITE-013,defective_equipment_removed/удаление_неисправного_оборудования,Yes
232,SITE-013,high_risk_procedure_team/работы_повышенной_опасности,Yes
232,SITE-013,adequate_lighting/освещение,N/A
233,SITE-012,supervisor_available/наличие_руководителя,Yes
233,SITE-012,emergency_exits_marked/аварийные_выходы,Yes
233,SITE-012,work_area_hazard_free/отсутствие_опасностей,No
233,SITE-012,high_risk_procedure_team/работы_повышенной_опасности,Yes
233,SITE-012,defective_equipment_removed/удаление_неисправного_оборудования,No
233,SITE-012,tools_inspected/проверка_инструментов,N/A
233,SITE-012,medically_fit/медицинская_подготовка,Yes
233,SITE-012,competency_certified/компетентность_и_сертификация,Yes
233,SITE-012,adequate_lighting/освещение,Yes
233,SITE-012,ppe_available_condition/наличие_и_состояние_сиз,Yes
233,SITE-012,equipment_certified/сертификация_оборудования,Yes
233,SITE-012,hazardous_materials_stored/хранение_опасных_материалов,Yes
234,SITE-005,equipment_certified/сертификация_оборудования,No
234,SITE-005,work_area_hazard_free/отсутствие_опасностей,No
234,SITE-005,hazardous_materials_stored/хранение_опасных_материалов,No
234,SITE-005,tools_inspected/проверка_инструментов,Yes
234,SITE-005,high_risk_procedure_team/работы_повышенной_опасности,Yes
234,SITE-005,competency_certified/компетентность_и_сертификация,No
234,SITE-005,defective_equipment_removed/удаление_неисправного_оборудования,N/A
234,SITE-005,adequate_lighting/освещение,N/A
234,SITE-005,supervisor_available/наличие_руководителя,No
234,SITE-005,ppe_available_condition/наличие_и_состояние_сиз,No
234,SITE-005,medically_fit/медицинская_подготовка,Yes
234,SITE-005,emergency_exits_marked/аварийные_выходы,Yes
235,SITE-005,adequate_lighting/освещение,N/A
235,SITE-005,high_risk_procedure_team/работы_повышенной_опасности,No
235,SITE-005,work_area_hazard_free/отсутствие_опасностей,Yes
235,SITE-005,emergency_exits_marked/аварийные_выходы,No
235,SITE-005,defective_equipment_removed/удаление_неисправного_оборудования,Yes
235,SITE-005,competency_certified/компетентность_и_сертификация,Yes
235,SITE-005,tools_inspected/проверка_инструментов,Yes
235,SITE-005,medically_fit/медицинская_подготовка,Yes
235,SITE-005,equipment_certified/сертификация_оборудования,Yes
235,SITE-005,hazardous_materials_stored/хранение_опасных_материалов,No
235,SITE-005,ppe_available_condition/наличие_и_состояние_сиз,Yes
235,SITE-005,supervisor_available/наличие_руководителя,Yes
236,SITE-009,tools_inspected/проверка_инструментов,No
236,SITE-009,defective_equipment_removed/удаление_неисправного_оборудования,Yes
236,SITE-009,equipment_certified/сертификация_оборудования,Yes
236,SITE-009,medically_fit/медицинская_подготовка,Yes
236,SITE-009,emergency_exits_marked/аварийные_выходы,Yes
236,SITE-009,work_area_hazard_free/отсутствие_опасностей,Yes
236,SITE-009,high_risk_procedure_team/работы_повышенной_опасности,Yes
236,SITE-009,adequate_lighting/освещение,Yes
236,SITE-009,competency_certified/компетентность_и_сертификация,N/A
236,SITE-009,hazardous_materials_stored/хранение_опасных_материалов,Yes
236,SITE-009,ppe_available_condition/наличие_и_состояние_сиз,Yes
236,SITE-009,supervisor_available/наличие_руководителя,Yes
237,SITE-001,high_risk_procedure_team/работы_повышенной_опасности,Yes
237,SITE-001,work_area_hazard_free/отсутствие_опасностей,N/A
237,SITE-001,competency_certified/компетентность_и_сертификация,No
237,SITE-001,medically_fit/медицинская_подготовка,Yes
237,SITE-001,supervisor_available/наличие_руководителя,Yes
237,SITE-001,hazardous_materials_stored/хранение_опасных_материалов,Yes
237,SITE-001,emergency_exits_marked/аварийные_выходы,Yes
237,SITE-001,tools_inspected/проверка_инструментов,Yes
237,SITE-001,defective_equipment_removed/удаление_неисправного_оборудования,Yes
237,SITE-001,ppe_available_condition/наличие_и_состояние_сиз,Yes
237,SITE-001,equipment_certified/сертификация_оборудования,Yes
237,SITE-001,adequate_lighting/освещение,Yes
238,SITE-008,defective_equipment_removed/удаление_неисправного_оборудования,Yes
238,SITE-008,high_risk_procedure_team/работы_повышенной_опасности,Yes
238,SITE-008,competency_certified/компетентность_и_сертификация,Yes
238,SITE-008,tools_inspected/проверка_инструментов,Yes
238,SITE-008,work_area_hazard_free/отсутствие_опасностей,Yes
238,SITE-008,medically_fit/медицинская_подготовка,Yes
238,SITE-008,hazardous_materials_stored/хранение_опасных_материалов,Yes
238,SITE-008,supervisor_available/наличие_руководителя,Yes
238,SITE-008,adequate_lighting/освещение,No
238,SITE-008,ppe_available_condition/наличие_и_состояние_сиз,Yes
238,SITE-008,emergency_exits_marked/аварийные_выходы,Yes
238,SITE-008,equipment_certified/сертификация_оборудования,Yes
239,SITE-004,high_risk_procedure_team/работы_повышенной_опасности,Yes
239,SITE-004,emergency_exits_marked/аварийные_выходы,No
239,SITE-004,medically_fit/медицинская_подготовка,Yes
239,SITE-004,adequate_lighting/освещение,Yes
239,SITE-004,supervisor_available/наличие_руководителя,Yes
239,SITE-004,equipment_certified/сертификация_оборудования,Yes
239,SITE-004,work_area_hazard_free/отсутствие_опасностей,Yes
239,SITE-004,ppe_available_condition/наличие_и_состояние_сиз,Yes
239,SITE-004,defective_equipment_removed/удаление_неисправного_оборудования,Yes
239,SITE-004,hazardous_materials_stored/хранение_опасных_материалов,Yes
239,SITE-004,tools_inspected/проверка_инструментов,Yes
239,SITE-004,competency_certified/компетентность_и_сертификация,Yes
240,SITE-011,tools_inspected/проверка_инструментов,No
240,SITE-011,equipment_certified/сертификация_оборудования,Yes
240,SITE-011,medically_fit/медицинская_подготовка,No
240,SITE-011,defective_equipment_removed/удаление_неисправного_оборудования,Yes
240,SITE-011,hazardous_materials_stored/хранение_опасных_материалов,No
240,SITE-011,emergency_exits_marked/аварийные_выходы,Yes
240,SITE-011,adequate_lighting/освещение,Yes
240,SITE-011,supervisor_available/наличие_руководителя,Yes
240,SITE-011,competency_certified/компетентность_и_сертификация,No
240,SITE-011,high_risk_procedure_team/работы_повышенной_опасности,Yes
240,SITE-011,ppe_available_condition/наличие_и_состояние_сиз,Yes
240,SITE-011,work_area_hazard_free/отсутствие_опасностей,No
241,SITE-006,supervisor_available/наличие_руководителя,Yes
241,SITE-006,hazardous_materials_stored/хранение_опасных_материалов,Yes
241,SITE-006,defective_equipment_removed/удаление_неисправного_оборудования,Yes
241,SITE-006,emergency_exits_marked/аварийные_выходы,Yes
241,SITE-006,ppe_available_condition/наличие_и_состояние_сиз,Yes
241,SITE-006,work_area_hazard_free/отсутствие_опасностей,No
241,SITE-006,equipment_certified/сертификация_оборудования,No
241,SITE-006,tools_inspected/проверка_инструментов,Yes
241,SITE-006,competency_certified/компетентность_и_сертификация,Yes
241,SITE-006,medically_fit/медицинская_подготовка,Yes
241,SITE-006,adequate_lighting/освещение,Yes
241,SITE-006,high_risk_procedure_team/работы_повышенной_опасности,Yes
242,SITE-015,emergency_exits_marked/аварийные_выходы,Yes
242,SITE-015,hazardous_materials_stored/хранение_опасных_материалов,Yes
242,SITE-015,adequate_lighting/освещение,No
242,SITE-015,defective_equipment_removed/удаление_неисправного_оборудования,No
242,SITE-015,tools_inspected/проверка_инструментов,Yes
242,SITE-015,high_risk_procedure_team/работы_повышенной_опасности,Yes
242,SITE-015,competency_certified/компетентность_и_сертификация,Yes
242,SITE-015,medically_fit/медицинская_подготовка,Yes
242,SITE-015,ppe_available_condition/наличие_и_состояние_сиз,No
242,SITE-015,supervisor_available/наличие_руководителя,Yes
242,SITE-015,equipment_certified/сертификация_оборудования,Yes
242,SITE-015,work_area_hazard_free/отсутствие_опасностей,Yes
243,SITE-007,supervisor_available/наличие_руководителя,Yes
243,SITE-007,high_risk_procedure_team/работы_повышенной_опасности,Yes
243,SITE-007,equipment_certified/сертификация_оборудования,Yes
243,SITE-007,defective_equipment_removed/удаление_неисправного_оборудования,Yes
243,SITE-007,work_area_hazard_free/отсутствие_опасностей,Yes
243,SITE-007,medically_fit/медицинская_подготовка,Yes
243,SITE-007,hazardous_materials_stored/хранение_опасных_материалов,No
243,SITE-007,adequate_lighting/освещение,N/A
243,SITE-007,ppe_available_condition/наличие_и_состояние_сиз,Yes
243,SITE-007,emergency_exits_marked/аварийные_выходы,Yes
243,SITE-007,competency_certified/компетентность_и_сертификация,Yes
243,SITE-007,tools_inspected/проверка_инструментов,Yes
244,SITE-006,supervisor_available/наличие_руководителя,Yes
244,SITE-006,competency_certified/компетентность_и_сертификация,Yes
244,SITE-006,hazardous_materials_stored/хранение_опасных_материалов,Yes
244,SITE-006,ppe_available_condition/наличие_и_состояние_сиз,Yes
244,SITE-006,medically_fit/медицинская_подготовка,Yes
244,SITE-006,adequate_lighting/освещение,N/A
244,SITE-006,tools_inspected/проверка_инструментов,Yes
244,SITE-006,high_risk_procedure_team/работы_повышенной_опасности,Yes
244,SITE-006,work_area_hazard_free/отсутствие_опасностей,Yes
244,SITE-006,equipment_certified/сертификация_оборудования,Yes
244,SITE-006,defective_equipment_removed/удаление_неисправного_оборудования,Yes
244,SITE-006,emergency_exits_marked/аварийные_выходы,Yes
245,SITE-002,equipment_certified/сертификация_оборудования,Yes
245,SITE-002,adequate_lighting/освещение,Yes
245,SITE-002,hazardous_materials_stored/хранение_опасных_материалов,Yes
245,SITE-002,tools_inspected/проверка_инструментов,Yes
245,SITE-002,ppe_available_condition/наличие_и_состояние_сиз,Yes
245,SITE-002,work_area_hazard_free/отсутствие_опасностей,Yes
245,SITE-002,high_risk_procedure_team/работы_повышенной_опасности,Yes
245,SITE-002,defective_equipment_removed/удаление_неисправного_оборудования,Yes
245,SITE-002,emergency_exits_marked/аварийные_выходы,Yes
245,SITE-002,competency_certified/компетентность_и_сертификация,Yes
245,SITE-002,supervisor_available/наличие_руководителя,Yes
245,SITE-002,medically_fit/медицинская_подготовка,Yes
246,SITE-013,emergency_exits_marked/аварийные_выходы,Yes
246,SITE-013,defective_equipment_removed/удаление_неисправного_оборудования,Yes
246,SITE-013,work_area_hazard_free/отсутствие_опасностей,No
246,SITE-013,medically_fit/медицинская_подготовка,Yes
246,SITE-013,hazardous_materials_stored/хранение_опасных_материалов,Yes
246,SITE-013,ppe_available_condition/наличие_и_состояние_сиз,Yes
246,SITE-013,equipment_certified/сертификация_оборудования,Yes
246,SITE-013,competency_certified/компетентность_и_сертификация,Yes
246,SITE-013,high_risk_procedure_team/работы_повышенной_опасности,Yes
246,SITE-013,adequate_lighting/освещение,Yes
246,SITE-013,tools_inspected/проверка_инструментов,No
246,SITE-013,supervisor_available/наличие_руководителя,Yes
247,SITE-014,supervisor_available/наличие_руководителя,Yes
247,SITE-014,high_risk_procedure_team/работы_повышенной_опасности,Yes
247,SITE-014,medically_fit/медицинская_подготовка,Yes
247,SITE-014,ppe_available_condition/наличие_и_состояние_сиз,Yes
247,SITE-014,equipment_certified/сертификация_оборудования,Yes
247,SITE-014,adequate_lighting/освещение,Yes
247,SITE-014,work_area_hazard_free/отсутствие_опасностей,No
247,SITE-014,competency_certified/компетентность_и_сертификация,Yes
247,SITE-014,defective_equipment_removed/удаление_неисправного_оборудования,Yes
247,SITE-014,tools_inspected/проверка_инструментов,No
247,SITE-014,hazardous_materials_stored/хранение_опасных_материалов,Yes
247,SITE-014,emergency_exits_marked/аварийные_выходы,Yes
248,SITE-007,high_risk_procedure_team/работы_повышенной_опасности,Yes
248,SITE-007,defective_equipment_removed/удаление_неисправного_оборудования,Yes
248,SITE-007,ppe_available_condition/наличие_и_состояние_сиз,Yes
248,SITE-007,emergency_exits_marked/аварийные_выходы,Yes
248,SITE-007,tools_inspected/проверка_инструментов,Yes
248,SITE-007,supervisor_available/наличие_руководителя,Yes
248,SITE-007,hazardous_materials_stored/хранение_опасных_материалов,No
248,SITE-007,competency_certified/компетентность_и_сертификация,No
248,SITE-007,work_area_hazard_free/отсутствие_опасностей,No
248,SITE-007,adequate_lighting/освещение,No
248,SITE-007,medically_fit/медицинская_подготовка,Yes
248,SITE-007,equipment_certified/сертификация_оборудования,Yes
249,SITE-006,competency_certified/компетентность_и_сертификация,Yes
249,SITE-006,supervisor_available/наличие_руководителя,Yes
249,SITE-006,medically_fit/медицинская_подготовка,Yes
249,SITE-006,tools_inspected/проверка_инструментов,No
249,SITE-006,defective_equipment_removed/удаление_неисправного_оборудования,Yes
249,SITE-006,work_area_hazard_free/отсутствие_опасностей,Yes
249,SITE-006,equipment_certified/сертификация_оборудования,Yes
249,SITE-006,high_risk_procedure_team/работы_повышенной_опасности,Yes
249,SITE-006,emergency_exits_marked/аварийные_выходы,Yes
249,SITE-006,hazardous_materials_stored/хранение_опасных_материалов,Yes
249,SITE-006,adequate_lighting/освещение,No
249,SITE-006,ppe_available_condition/наличие_и_состояние_сиз,Yes
250,SITE-004,defective_equipment_removed/удаление_неисправного_оборудования,Yes
250,SITE-004,competency_certified/компетентность_и_сертификация,No
250,SITE-004,medically_fit/медицинская_подготовка,Yes
250,SITE-004,ppe_available_condition/наличие_и_состояние_сиз,Yes
250,SITE-004,tools_inspected/проверка_инструментов,Yes
250,SITE-004,hazardous_materials_stored/хранение_опасных_материалов,Yes
250,SITE-004,supervisor_available/наличие_руководителя,Yes
250,SITE-004,adequate_lighting/освещение,N/A
250,SITE-004,emergency_exits_marked/аварийные_выходы,Yes
250,SITE-004,equipment_certified/сертификация_оборудования,No
250,SITE-004,high_risk_procedure_team/работы_повышенной_опасности,Yes
250,SITE-004,work_area_hazard_free/отсутствие_опасностей,Yes
251,SITE-003,ppe_available_condition/наличие_и_состояние_сиз,Yes
251,SITE-003,hazardous_materials_stored/хранение_опасных_материалов,Yes
251,SITE-003,equipment_certified/сертификация_оборудования,No
251,SITE-003,tools_inspected/проверка_инструментов,Yes
251,SITE-003,emergency_exits_marked/аварийные_выходы,Yes
251,SITE-003,defective_equipment_removed/удаление_неисправного_оборудования,Yes
251,SITE-003,high_risk_procedure_team/работы_повышенной_опасности,Yes
251,SITE-003,supervisor_available/наличие_руководителя,Yes
251,SITE-003,adequate_lighting/освещение,Yes
251,SITE-003,work_area_hazard_free/отсутствие_опасностей,Yes
251,SITE-003,medically_fit/медицинская_подготовка,Yes
251,SITE-003,competency_certified/компетентность_и_сертификация,Yes
252,SITE-005,medically_fit/медицинская_подготовка,No
252,SITE-005,tools_inspected/проверка_инструментов,Yes
252,SITE-005,adequate_lighting/освещение,No
252,SITE-005,defective_equipment_removed/удаление_неисправного_оборудования,No
252,SITE-005,hazardous_materials_stored/хранение_опасных_материалов,No
252,SITE-005,equipment_certified/сертификация_оборудования,No
252,SITE-005,high_risk_procedure_team/работы_повышенной_опасности,Yes
252,SITE-005,competency_certified/компетентность_и_сертификация,Yes
252,SITE-005,emergency_exits_marked/аварийные_выходы,No
252,SITE-005,work_area_hazard_free/отсутствие_опасностей,No
252,SITE-005,ppe_available_condition/наличие_и_состояние_сиз,Yes
252,SITE-005,supervisor_available/наличие_руководителя,Yes
253,SITE-015,hazardous_materials_stored/хранение_опасных_материалов,No
253,SITE-015,ppe_available_condition/наличие_и_состояние_сиз,Yes
253,SITE-015,medically_fit/медицинская_подготовка,Yes
253,SITE-015,adequate_lighting/освещение,No
253,SITE-015,high_risk_procedure_team/работы_повышенной_опасности,No
253,SITE-015,work_area_hazard_free/отсутствие_опасностей,No
253,SITE-015,emergency_exits_marked/аварийные_выходы,Yes
253,SITE-015,supervisor_available/наличие_руководителя,No
253,SITE-015,tools_inspected/проверка_инструментов,Yes
253,SITE-015,equipment_certified/сертификация_оборудования,Yes
253,SITE-015,competency_certified/компетентность_и_сертификация,Yes
253,SITE-015,defective_equipment_removed/удаление_неисправного_оборудования,Yes
254,SITE-014,work_area_hazard_free/отсутствие_опасностей,No
254,SITE-014,tools_inspected/проверка_инструментов,Yes
254,SITE-014,high_risk_procedure_team/работы_повышенной_опасности,Yes
254,SITE-014,ppe_available_condition/наличие_и_состояние_сиз,Yes
254,SITE-014,hazardous_materials_stored/хранение_опасных_материалов,Yes
254,SITE-014,competency_certified/компетентность_и_сертификация,Yes
254,SITE-014,emergency_exits_marked/аварийные_выходы,Yes
254,SITE-014,defective_equipment_removed/удаление_неисправного_оборудования,No
254,SITE-014,supervisor_available/наличие_руководителя,Yes
254,SITE-014,adequate_lighting/освещение,Yes
254,SITE-014,equipment_certified/сертификация_оборудования,Yes
254,SITE-014,medically_fit/медицинская_подготовка,Yes
255,SITE-009,work_area_hazard_free/отсутствие_опасностей,No
255,SITE-009,emergency_exits_marked/аварийные_выходы,No
255,SITE-009,tools_inspected/проверка_инструментов,Yes
255,SITE-009,supervisor_available/наличие_руководителя,Yes
255,SITE-009,ppe_available_condition/наличие_и_состояние_сиз,Yes
255,SITE-009,medically_fit/медицинская_подготовка,Yes
255,SITE-009,adequate_lighting/освещение,Yes
255,SITE-009,defective_equipment_removed/удаление_неисправного_оборудования,Yes
255,SITE-009,hazardous_materials_stored/хранение_опасных_материалов,No
255,SITE-009,high_risk_procedure_team/работы_повышенной_опасности,Yes
255,SITE-009,competency_certified/компетентность_и_сертификация,Yes
255,SITE-009,equipment_certified/сертификация_оборудования,No
256,SITE-009,competency_certified/компетентность_и_сертификация,Yes
256,SITE-009,ppe_available_condition/наличие_и_состояние_сиз,Yes
256,SITE-009,emergency_exits_marked/аварийные_выходы,N/A
256,SITE-009,medically_fit/медицинская_подготовка,Yes
256,SITE-009,adequate_lighting/освещение,N/A
256,SITE-009,hazardous_materials_stored/хранение_опасных_материалов,Yes
256,SITE-009,supervisor_available/наличие_руководителя,Yes
256,SITE-009,defective_equipment_removed/удаление_неисправного_оборудования,Yes
256,SITE-009,work_area_hazard_free/отсутствие_опасностей,Yes
256,SITE-009,equipment_certified/сертификация_оборудования,Yes
256,SITE-009,high_risk_procedure_team/работы_повышенной_опасности,Yes
256,SITE-009,tools_inspected/проверка_инструментов,Yes
257,SITE-005,defective_equipment_removed/удаление_неисправного_оборудования,Yes
257,SITE-005,hazardous_materials_stored/хранение_опасных_материалов,No
257,SITE-005,equipment_certified/сертификация_оборудования,No
257,SITE-005,work_area_hazard_free/отсутствие_опасностей,No
257,SITE-005,competency_certified/компетентность_и_сертификация,No
257,SITE-005,supervisor_available/наличие_руководителя,Yes
257,SITE-005,tools_inspected/проверка_инструментов,Yes
257,SITE-005,emergency_exits_marked/аварийные_выходы,Yes
257,SITE-005,adequate_lighting/освещение,No
257,SITE-005,high_risk_procedure_team/работы_повышенной_опасности,Yes
257,SITE-005,medically_fit/медицинская_подготовка,Yes
257,SITE-005,ppe_available_condition/наличие_и_состояние_сиз,Yes
258,SITE-015,emergency_exits_marked/аварийные_выходы,N/A
258,SITE-015,competency_certified/компетентность_и_сертификация,Yes
258,SITE-015,adequate_lighting/освещение,No
258,SITE-015,equipment_certified/сертификация_оборудования,No
258,SITE-015,high_risk_procedure_team/работы_повышенной_опасности,No
258,SITE-015,supervisor_available/наличие_руководителя,N/A
258,SITE-015,tools_inspected/проверка_инструментов,No
258,SITE-015,medically_fit/медицинская_подготовка,Yes
258,SITE-015,ppe_available_condition/наличие_и_состояние_сиз,No
258,SITE-015,hazardous_materials_stored/хранение_опасных_материалов,Yes
258,SITE-015,work_area_hazard_free/отсутствие_опасностей,No
258,SITE-015,defective_equipment_removed/удаление_неисправного_оборудования,No
259,SITE-004,high_risk_procedure_team/работы_повышенной_опасности,Yes
259,SITE-004,emergency_exits_marked/аварийные_выходы,Yes
259,SITE-004,tools_inspected/проверка_инструментов,No
259,SITE-004,adequate_lighting/освещение,Yes
259,SITE-004,work_area_hazard_free/отсутствие_опасностей,Yes
259,SITE-004,hazardous_materials_stored/хранение_опасных_материалов,Yes
259,SITE-004,competency_certified/компетентность_и_сертификация,Yes
259,SITE-004,medically_fit/медицинская_подготовка,Yes
259,SITE-004,defective_equipment_removed/удаление_неисправного_оборудования,Yes
259,SITE-004,supervisor_available/наличие_руководителя,Yes
259,SITE-004,equipment_certified/сертификация_оборудования,Yes
259,SITE-004,ppe_available_condition/наличие_и_состояние_сиз,No
260,SITE-010,work_area_hazard_free/отсутствие_опасностей,No
